Student_ID,Name,Age,Gender,Prayers_Before_Exams,Department,Study_Hours,Attendance,Assignments,Exam_Score,Result,Grade,Entrance_Exam_Score,Rank,Placement,LPA
ST499,Aika Varma,17,Female,No,Computer Science,6,82,15,74.97,Pass,A,230,127,Placed,5.33
ST500,Ami Bhat,19,Female,No,Information Technology,6,72,15,64.02,Pass,B,190,290,Not Placed,0.0
ST501,Manami Naik,17,Male,Yes,Electronics,3,69,7,28.35,Fail,F,83,581,Not Placed,0.0
ST502,Mio Rajput,18,Male,No,Computer Science,2,87,6,26.95,Fail,F,79,583,Not Placed,0.0
ST503,Hayato Datta,18,Male,No,Mechanical,5,73,13,55.33,Pass,C,161,435,Placed,3.81
ST504,Miku Mandal,18,Male,Yes,Computer Science,6,84,13,65.74,Pass,B,194,270,Placed,5.54
ST505,Kyoko Malhotra,19,Female,No,Electronics,3,93,13,62.75,Pass,B,185,326,Not Placed,0.0
ST506,Noa Saha,20,Male,No,Electronics,5,75,11,55.9,Pass,C,168,388,Not Placed,0.0
ST507,Hana Karmakar,17,Male,No,Information Technology,7,100,14,70.68,Pass,A,216,185,Placed,6.31
ST508,Risa Goel,18,Male,Yes,Computer Science,7,72,17,74.86,Pass,A,232,114,Placed,7.84
ST509,Haruka Sen,19,Female,No,Electronics,8,92,17,83.81,Pass,A+,252,63,Not Placed,0.0
ST510,Yuka Sharma,17,Female,No,Information Technology,4,86,6,31.2,Fail,F,96,570,Not Placed,0.0
ST511,Ryusei Prasad,19,Female,Yes,Mechanical,4,94,15,70.72,Pass,A,213,194,Placed,6.4
ST512,Rumi Hegde,18,Male,No,Information Technology,6,71,12,62.57,Pass,B,177,356,Not Placed,0.0
ST513,Kaori Nair,18,Male,No,Mechanical,5,100,14,67.97,Pass,B,198,242,Not Placed,0.0
ST514,Yuka Naik,20,Female,No,Computer Science,2,80,6,33.28,Fail,F,104,556,Not Placed,0.0
ST515,Manami Hegde,18,Female,No,,4,89,10,50.75,Pass,C,157,443,Placed,4.75
ST516,Hayato Bedi,19,Male,No,Electronics,5,96,10,50.41,Pass,C,155,462,Placed,4.62
ST517,Michiko Bhattacharya,19,Female,No,Electronics,4,76,10,48.4,Pass,D,144,490,Not Placed,0.0
ST518,Michiko Chopra,17,Female,Yes,Computer Science,4,90,10,48.8,Pass,D,136,503,Not Placed,0.0
ST519,Kota Joshi,19,Female,No,Electronics,4,74,11,45.38,Pass,D,131,516,Not Placed,0.0
ST520,Sachiko Naik,20,Female,No,Information Technology,1,96,6,33.98,Fail,F,98,560,Not Placed,0.0
ST521,Misaki Chatterjee,17,Male,No,Electronics,6,74,12,61.95,Pass,B,189,308,Not Placed,0.0
ST522,Himari Sen,19,Male,No,Computer Science,6,82,14,65.29,Pass,B,194,262,Placed,5.96
ST523,Ayaka Sarkar,19,Male,No,Mechanical,6,85,17,77.04,Pass,A,240,91,Placed,7.78
ST524,Rumi Khan,19,Female,No,Computer Science,3,90,12,60.3,Pass,B,188,310,Placed,5.8
ST525,Hina Patel,19,Female,No,Mechanical,4,100,12,63.95,Pass,B,200,252,Placed,5.46
ST526,Ryota Acharya,18,Female,No,Mechanical,6,77,16,75.11,Pass,A,221,150,Not Placed,0.0
ST527,Yuka Datta,20,Male,No,Mechanical,6,93,19,84.49,Pass,A+,256,52,Placed,8.1
ST528,Himari Das,20,Female,Yes,Information Technology,5,100,14,74.01,Pass,A,220,156,Placed,5.32
ST529,Miyu Bhat,19,Female,Yes,Information Technology,4,84,13,56.2,Pass,C,170,404,Placed,4.38
ST530,Rina Singh,19,Female,No,Mechanical,8,76,15,74.39,Pass,A,219,179,Placed,7.94
ST531,Miyako Malik,19,Female,Yes,Computer Science,4,65,9,36.07,Fail,F,114,541,Not Placed,0.0
ST532,Ryota Srivastava,18,Female,Yes,Information Technology,5,100,13,67.58,Pass,B,199,236,Placed,5.45
ST533,Akira Malik,19,Male,Yes,Electronics,6,80,13,60.55,Pass,B,172,384,Not Placed,0.0
ST534,Sara Yadav,19,Male,Yes,Electronics,5,72,11,51.45,Pass,C,165,407,Placed,4.86
ST535,Shiori Prasad,19,Male,Yes,Computer Science,4,68,10,43.8,Pass,D,134,508,Not Placed,0.0
ST536,Haruto Bhattacharya,19,Male,No,Electronics,5,72,10,44.9,Pass,D,129,524,Not Placed,0.0
ST537,Yuka Kumar,18,Female,Yes,Mechanical,7,91,15,76.09,Pass,A,227,124,Placed,7.41
ST538,Riku Joshi,17,Female,No,Computer Science,4,93,12,62.95,Pass,B,186,327,Placed,4.33
ST539,Hayato Roy,18,Male,No,Mechanical,3,89,13,64.3,Pass,B,193,294,Not Placed,0.0
ST540,Sakura Deshmukh,18,Male,No,Computer Science,4,83,13,56.37,Pass,C,173,370,Not Placed,0.0
ST541,Mai Ansari,19,Female,Yes,Information Technology,7,70,17,78.89,Pass,A,240,87,Not Placed,0.0
ST542,Yuto Garg,19,Male,No,Computer Science,2,75,5,27.56,Fail,F,84,582,Not Placed,0.0
ST543,Haruka Menon,19,Male,No,Computer Science,10,71,20,91.53,Pass,A+,275,27,Placed,10.0
ST544,Nanami Gowda,18,Male,No,Mechanical,5,88,13,57.71,Pass,C,179,353,Not Placed,0.0
ST545,Yuriko Mishra,19,Male,No,Information Technology,10,71,20,95.34,Pass,A+,276,24,Placed,10.37
ST546,Noriko Garg,18,Male,No,Information Technology,8,75,17,84.65,Pass,A+,250,68,Placed,7.5
ST547,Sakura Pillai,18,Male,Yes,Computer Science,5,80,16,72.95,Pass,A,214,183,Placed,6.74
ST548,Kenta Pandey,19,Male,No,Information Technology,3,65,10,42.04,Pass,D,131,512,Not Placed,0.0
ST549,Haru Garg,19,Female,No,Information Technology,3,82,10,47.28,Pass,D,138,492,Placed,3.46
ST550,Saki Reddy,18,Male,No,Information Technology,4,81,7,34.95,Fail,F,98,568,Not Placed,0.0
ST551,Ayaka Datta,17,Female,No,Computer Science,6,94,14,72.76,Pass,A,221,170,Placed,7.28
ST552,Ayaka Desai,18,Male,Yes,Mechanical,4,74,14,63.71,Pass,B,187,304,Placed,4.85
ST553,Honoka Deshmukh,17,Male,No,Information Technology,4,69,13,52.35,Pass,C,155,465,Not Placed,0.0
ST554,Miku Kumar,19,Female,Yes,Information Technology,5,78,9,50.66,Pass,C,164,426,Placed,3.01
ST555,Minato Deshmukh,18,Male,Yes,Computer Science,8,71,17,76.21,Pass,A,233,113,Placed,5.94
ST556,Kenta Nambiar,18,Male,Yes,Electronics,3,82,13,62.8,Pass,B,187,312,Placed,5.05
ST557,Ami Mehta,18,Male,Yes,Information Technology,0,63,5,17.46,Fail,F,52,595,Not Placed,0.0
ST558,Fumika Krishnan,17,Female,No,Information Technology,2,76,9,36.46,Fail,F,114,545,Not Placed,0.0
ST559,Ayaka Shah,18,Male,Yes,Computer Science,8,73,20,88.12,Pass,A+,268,29,Placed,7.97
ST560,Reina Deshmukh,18,Male,Yes,Mechanical,6,88,14,67.84,Pass,B,204,214,Not Placed,0.0
ST561,Tomomi Bhattacharya,18,Female,No,Computer Science,4,74,13,52.76,Pass,C,159,429,Not Placed,0.0
ST562,Minato Srivastava,18,Male,No,Electronics,3,65,11,47.11,Pass,D,134,510,Not Placed,0.0
ST563,Koki Hegde,19,Female,No,Information Technology,4,80,13,60.07,Pass,B,172,386,Placed,4.22
ST564,Hana Mishra,18,Female,No,Computer Science,3,85,11,53.88,Pass,C,161,423,Not Placed,0.0
ST565,Naoki Mukherjee,20,Female,No,Electronics,8,79,17,75.57,Pass,A,224,154,Placed,6.33
ST566,Kenta Bose,18,Male,Yes,Computer Science,-3,76,15,71.45,Pass,A,217,162,Placed,5.76
ST567,Miyako Arora,19,Female,Yes,Mechanical,5,75,11,47.83,Pass,D,144,483,Not Placed,0.0
ST568,Yuma Ghosh,19,Male,No,Mechanical,7,83,13,67.96,Pass,B,200,248,Not Placed,0.0
ST569,Yuto Sarkar,19,Male,Yes,Mechanical,4,73,14,55.86,Pass,C,168,392,Placed,4.82
ST570,Saki Mukherjee,19,Male,No,Computer Science,6,79,15,74.28,Pass,A,221,135,Placed,5.31
ST571,Akiko Ansari,18,Female,Yes,Electronics,7,90,19,90.72,Pass,A+,282,13,Placed,16.5
ST572,Satomi Gaikwad,18,Male,Yes,Information Technology,4,69,15,63.33,Pass,B,192,276,Placed,4.01
ST573,Michiko Garg,18,Male,No,Mechanical,7,82,16,75.36,Pass,A,218,176,Placed,5.98
ST574,Takumi Ghosh,19,Male,No,Electronics,4,64,9,36.94,Fail,F,120,532,Not Placed,0.0
ST575,Aika Patil,17,Female,No,Mechanical,4,84,11,50.7,Pass,C,149,481,Not Placed,0.0
ST576,Mio Bose,18,Female,No,Information Technology,2,72,7,36.06,Fail,F,103,555,Not Placed,0.0
ST577,Tomomi Pillai,19,Female,Yes,Information Technology,5,92,9,54.45,Pass,C,174,369,Not Placed,0.0
ST578,Michiko Islam,19,Male,Yes,Computer Science,6,67,14,57.76,Pass,C,175,402,Not Placed,0.0
ST579,Miyu Reddy,19,Male,No,Electronics,8,86,18,87.04,Pass,A+,265,37,Placed,8.98
ST580,Daiki Kapoor,19,Female,No,Information Technology,6,94,13,68.91,Pass,B,210,180,Not Placed,0.0
ST581,Maki Patel,20,Male,Yes,Information Technology,7,72,15,71.31,Pass,A,213,206,Placed,7.19
ST582,Sara Biswas,18,Male,No,Electronics,7,73,14,62.15,Pass,B,184,331,Placed,4.91
ST583,Hitomi Garg,18,Female,Yes,Information Technology,3,73,10,41.64,Pass,D,123,539,Placed,3.03
ST584,Hana Ansari,18,Female,No,Computer Science,5,77,17,71.5,Pass,A,223,152,Placed,6.08
ST585,Emi Jain,18,Female,Yes,Information Technology,3,87,12,58.9,Pass,C,178,377,Not Placed,0.0
ST586,Junko Dutta,19,Female,No,Information Technology,6,76,16,72.1,Pass,A,223,141,Not Placed,0.0
ST587,Yui Sinha,18,Female,No,Information Technology,8,71,19,85.61,Pass,A+,256,57,Not Placed,0.0
ST588,Emi Qureshi,19,Male,Yes,Computer Science,3,62,10,46.78,Pass,D,137,493,Not Placed,0.0
ST589,Ryota Kulkarni,18,Male,No,Computer Science,6,98,11,62.01,Pass,B,179,359,Not Placed,0.0
ST590,Nao Pawar,19,Female,No,Computer Science,6,99,14,75.64,Pass,A,230,123,Placed,7.0
ST591,Sakura Mishra,19,Male,Yes,Electronics,5,88,11,55.52,Pass,C,175,366,Not Placed,0.0
ST592,Asuka Mukherjee,18,Female,Yes,Computer Science,5,74,13,55.64,Pass,C,162,439,Not Placed,0.0
ST593,Kohane Agarwal,18,Male,Yes,Information Technology,4,89,14,69.48,Pass,B,211,208,Placed,4.08
ST594,Shin Patel,18,Male,Yes,Mechanical,1,91,11,48.3,Pass,D,138,495,Not Placed,0.0
ST595,Kohane Mukherjee,17,Female,No,Computer Science,3,79,10,42.75,Pass,D,125,530,Not Placed,0.0
ST596,Emi Sinha,18,Female,No,Information Technology,0,82,2,10.83,Fail,F,34,598,Not Placed,0.0
ST597,Keiko Pillai,17,Female,No,Electronics,5,94,13,59.56,Pass,C,170,385,Placed,3.78
ST598,Shiori Karmakar,18,Male,Yes,Mechanical,2,66,8,33.65,Fail,F,101,551,Not Placed,0.0
ST599,Sakura Shukla,19,Female,Yes,Electronics,8,92,19,94.88,Pass,A+,280,17,Placed,12.16
ST600,Hina Verma,19,Male,Yes,Electronics,5,79,13,65.52,Pass,B,200,235,Not Placed,0.0
